filepath,width,height,bboxes,class,x1,x2,y1,y2
data/train/,1024,1024,,smart_1,309,358,893,937
data/train/,1024,1024,,smart_1,470,477,721,543
data/train/,1024,1024,,smart_1,314,0,870,1024
data/train/,1024,1024,,smart_1,155,381,542,843
data/train/,1024,1024,,smart_1,244,193,503,589
data/train/,1024,1024,,smart_1,192,391,708,504
data/train/,1024,1024,,smart_1,169,441,669,531
data/train/,1024,1024,,smart_1,71,0,771,1024
data/train/,1024,1024,,smart_1,389,697,650,775
data/train/,1024,1024,,smart_1,323,522,758,734
data/train/,1024,1024,,smart_1,303,244,557,534
data/train/,1024,1024,,smart_1,258,333,583,484
data/train/,1024,1024,,smart_1,29,54,732,951
data/train/,1024,1024,,smart_1,374,68,819,1024
data/train/,1024,1024,,smart_1,403,449,655,747
data/train/,1024,1024,,smart_1,378,524,713,786
data/train/,1024,1024,,smart_1,512,0,710,908
data/train/,1024,1024,,smart_1,457,403,490,708
data/train/,1024,1024,,smart_1,368,443,776,762
data/train/,1024,1024,,smart_1,527,373,814,544
data/train/,1024,1024,,smart_1,500,271,812,337
data/train/,1024,1024,,smart_1,408,109,641,481
data/train/,1024,1024,,smart_1,249,331,364,439
data/train/,1024,1024,,smart_1,267,232,472,445
data/train/,1024,1024,,smart_1,628,144,787,1024
data/train/,1024,1024,,smart_1,418,385,566,813
data/train/,1024,1024,,smart_1,221,380,580,575
data/train/,1024,1024,,smart_1,512,318,582,588
data/train/,1024,1024,,smart_1,227,192,455,665
data/train/,1024,1024,,smart_1,570,509,755,713
data/train/,1024,1024,,smart_1,127,139,456,1024
data/train/,1024,1024,,smart_1,412,125,861,649
data/train/,1024,1024,,smart_1,150,287,435,517
data/train/,1024,1024,,smart_1,615,152,714,497
data/train/,1024,1024,,smart_1,394,445,586,589
data/train/,1024,1024,,smart_1,194,0,1007,790
data/train/,1024,1024,,smart_1,242,195,355,605
data/train/,1024,1024,,smart_1,416,341,805,863
data/train/,1024,1024,,smart_1,521,153,656,484
data/train/,1024,1024,,smart_1,524,73,803,607
data/train/,1024,1024,,smart_1,234,0,567,1024
data/train/,1024,1024,,smart_1,92,176,1024,785
data/train/,1024,1024,,smart_1,199,650,495,687
data/train/,1024,1024,,smart_1,301,505,518,705
data/train/,1024,1024,,smart_1,353,443,499,780
data/train/,1024,1024,,smart_1,290,342,725,730
data/train/,1024,1024,,smart_1,69,0,596,1024
data/train/,1024,1024,,smart_1,100,214,987,686
data/train/,1024,1024,,smart_1,370,0,532,945
data/train/,1024,1024,,smart_1,275,204,803,515
data/train/,1024,1024,,smart_1,371,318,479,1004
data/train/,1024,1024,,smart_1,73,680,1024,836
data/train/,1024,1024,,smart_1,0,376,861,846
data/train/,1024,1024,,smart_1,247,277,378,892
data/train/,1024,1024,,smart_1,486,273,728,399
data/train/,1024,1024,,smart_1,436,581,580,735
data/train/,1024,1024,,smart_1,308,362,402,648
data/train/,1024,1024,,smart_1,289,207,541,500
data/train/,1024,1024,,smart_1,535,127,1024,1024
data/train/,1024,1024,,smart_1,266,361,565,501
data/train/,1024,1024,,smart_1,525,445,784,536
data/train/,1024,1024,,smart_1,368,0,592,1024
data/train/,1024,1024,,smart_1,592,538,813,680
data/train/,1024,1024,,smart_1,172,384,604,442
data/train/,1024,1024,,smart_1,325,337,638,637
data/train/,1024,1024,,smart_1,275,381,770,497
data/train/,1024,1024,,smart_1,352,330,740,514
data/train/,1024,1024,,smart_1,397,206,847,607
data/train/,1024,1024,,smart_1,414,418,556,827
data/train/,1024,1024,,smart_1,402,302,479,732
data/train/,1024,1024,,smart_1,405,569,599,664
data/train/,1024,1024,,smart_1,377,366,689,441
data/train/,1024,1024,,smart_1,80,489,779,689
data/train/,1024,1024,,smart_1,413,131,493,759
data/train/,1024,1024,,smart_1,336,264,554,1024
data/train/,1024,1024,,smart_1,232,226,636,1024
data/train/,1024,1024,,smart_1,384,73,785,1024
data/train/,1024,1024,,smart_1,495,284,1001,349
data/train/,1024,1024,,smart_1,195,172,748,783
data/train/,1024,1024,,smart_1,273,557,628,622
data/train/,1024,1024,,smart_1,512,429,556,652
data/train/,1024,1024,,smart_1,583,321,647,567
data/train/,1024,1024,,smart_1,54,0,890,1024
data/train/,1024,1024,,smart_1,0,400,1024,732
data/train/,1024,1024,,smart_1,505,230,595,921
data/train/,1024,1024,,smart_1,0,106,1024,838
data/train/,1024,1024,,smart_1,252,263,564,577
data/train/,1024,1024,,smart_1,418,423,732,482
data/train/,1024,1024,,smart_1,219,481,436,773
data/train/,1024,1024,,smart_1,387,193,448,528
data/train/,1024,1024,,smart_1,0,157,1024,815
data/train/,1024,1024,,smart_1,0,0,1024,644
data/train/,1024,1024,,smart_1,138,498,568,559
data/train/,1024,1024,,smart_1,329,333,400,578
data/train/,1024,1024,,smart_1,314,515,624,576
data/train/,1024,1024,,smart_1,499,360,681,708
data/train/,1024,1024,,smart_1,308,518,486,583
data/train/,1024,1024,,smart_1,497,555,703,700
data/train/,1024,1024,,smart_1,479,237,668,628
data/train/,1024,1024,,smart_1,390,483,809,681
data/train/,1024,1024,,smart_1,192,239,488,609
data/train/,1024,1024,,smart_1,445,338,606,691
data/train/,1024,1024,,smart_1,93,0,1024,944
data/train/,1024,1024,,smart_1,233,321,480,419
data/train/,1024,1024,,smart_1,115,309,582,513
data/train/,1024,1024,,smart_1,57,316,962,683
data/train/,1024,1024,,smart_1,227,228,956,476
data/train/,1024,1024,,smart_1,365,0,821,1024
data/train/,1024,1024,,smart_1,438,536,758,605
data/train/,1024,1024,,smart_1,314,385,950,523
data/train/,1024,1024,,smart_1,266,396,513,638
data/train/,1024,1024,,smart_1,0,214,939,708
data/train/,1024,1024,,smart_1,299,399,461,456
data/train/,1024,1024,,smart_1,364,435,525,539
data/train/,1024,1024,,smart_1,277,213,745,793
data/train/,1024,1024,,smart_1,0,319,954,648
data/train/,1024,1024,,smart_1,221,339,577,441
data/train/,1024,1024,,smart_1,527,547,588,865
data/train/,1024,1024,,smart_1,506,388,717,454
data/train/,1024,1024,,smart_1,343,315,425,879
data/train/,1024,1024,,smart_1,268,503,588,631
data/train/,1024,1024,,smart_1,221,513,884,654
data/train/,1024,1024,,smart_1,0,250,979,603
data/train/,1024,1024,,smart_1,539,518,810,696
data/train/,1024,1024,,smart_1,0,0,544,639
data/train/,1024,1024,,smart_1,275,26,1024,891
data/train/,1024,1024,,smart_1,668,465,715,537
data/train/,1024,1024,,smart_1,589,472,714,888
data/train/,1024,1024,,smart_1,0,0,285,1024
data/train/,1024,1024,,smart_1,137,613,481,734
data/train/,1024,1024,,smart_1,369,368,699,435
data/train/,1024,1024,,smart_1,306,224,629,525
data/train/,1024,1024,,smart_1,578,541,900,722
data/train/,1024,1024,,smart_1,671,383,724,602
data/train/,1024,1024,,smart_1,576,212,706,559
data/train/,1024,1024,,smart_1,664,284,880,804
data/train/,1024,1024,,smart_1,155,505,380,711
data/train/,1024,1024,,smart_1,158,325,723,751
data/train/,1024,1024,,smart_1,322,101,1024,588
data/train/,1024,1024,,smart_1,467,227,586,502
data/train/,1024,1024,,smart_1,344,384,496,593
data/train/,1024,1024,,smart_1,235,389,539,441
data/train/,1024,1024,,smart_1,411,408,593,960
data/train/,1024,1024,,smart_1,58,256,634,496
data/train/,1024,1024,,smart_1,218,566,530,628
data/train/,1024,1024,,smart_1,359,291,639,452
data/train/,1024,1024,,smart_1,178,441,572,848
data/train/,1024,1024,,smart_1,0,246,1024,713
data/train/,1024,1024,,smart_1,521,0,710,1024
data/train/,1024,1024,,smart_1,571,473,887,519
data/train/,1024,1024,,smart_1,344,280,636,714
data/train/,1024,1024,,smart_1,543,278,899,862
data/train/,1024,1024,,smart_1,322,483,790,559
data/train/,1024,1024,,smart_1,417,338,670,552
data/train/,1024,1024,,smart_1,0,439,798,1024
data/train/,1024,1024,,smart_1,300,504,916,674
data/train/,1024,1024,,smart_1,224,186,747,541
data/train/,1024,1024,,smart_1,171,257,370,669
data/train/,1024,1024,,smart_1,553,225,779,659
data/train/,1024,1024,,smart_1,0,549,492,635
data/train/,1024,1024,,smart_1,328,338,819,940
data/train/,1024,1024,,smart_1,388,346,830,609
data/train/,1024,1024,,smart_1,0,0,625,743
data/train/,1024,1024,,smart_1,55,300,1024,677
data/train/,1024,1024,,smart_1,226,546,461,795
data/train/,1024,1024,,smart_1,494,501,726,792
data/train/,1024,1024,,smart_1,487,442,727,543
data/train/,1024,1024,,smart_1,406,163,613,618
data/train/,1024,1024,,smart_1,111,547,880,687
data/train/,1024,1024,,smart_1,299,0,945,1024
data/train/,1024,1024,,smart_1,78,411,1024,652
data/train/,1024,1024,,smart_1,224,264,772,536
data/train/,1024,1024,,smart_1,329,396,581,677
data/train/,1024,1024,,smart_1,583,220,718,601
data/train/,1024,1024,,smart_1,225,166,769,827
data/train/,1024,1024,,smart_1,0,290,1024,614
data/train/,1024,1024,,smart_1,144,179,1024,1024
data/train/,1024,1024,,smart_1,517,358,776,935
data/train/,1024,1024,,smart_1,0,170,748,659
data/train/,1024,1024,,smart_1,553,382,627,559
data/train/,1024,1024,,smart_1,331,0,647,566
data/train/,1024,1024,,smart_1,282,355,920,1024
data/train/,1024,1024,,smart_1,229,323,545,372
data/train/,1024,1024,,smart_1,589,279,797,723
data/train/,1024,1024,,smart_1,534,292,649,710
data/train/,1024,1024,,smart_1,43,582,476,817
data/train/,1024,1024,,smart_1,382,302,662,598
data/train/,1024,1024,,smart_1,107,0,964,1024
data/train/,1024,1024,,smart_1,0,257,886,404
data/train/,1024,1024,,smart_1,399,303,939,449
data/train/,1024,1024,,smart_1,235,460,434,490
data/train/,1024,1024,,smart_1,638,319,784,644
data/train/,1024,1024,,smart_1,664,632,755,717
data/train/,1024,1024,,smart_1,421,273,722,1024
data/train/,1024,1024,,smart_1,286,396,423,584
data/train/,1024,1024,,smart_1,629,179,899,1024
data/train/,1024,1024,,smart_1,409,77,553,695
data/train/,1024,1024,,smart_1,235,0,398,1024
data/train/,1024,1024,,smart_1,0,471,1024,730
data/train/,1024,1024,,smart_1,222,273,610,686
data/train/,1024,1024,,smart_1,484,279,841,617
data/train/,1024,1024,,smart_1,180,628,505,817
data/train/,1024,1024,,smart_1,0,389,1024,847
data/train/,1024,1024,,smart_1,270,336,496,407
data/train/,1024,1024,,smart_1,173,0,862,1024
data/train/,1024,1024,,smart_1,429,284,738,526
data/train/,1024,1024,,smart_1,240,529,387,887
data/train/,1024,1024,,smart_1,0,505,1024,655
data/train/,1024,1024,,smart_1,494,409,665,1024
data/train/,1024,1024,,smart_1,249,157,1024,548
data/train/,1024,1024,,smart_1,389,338,884,466
data/train/,1024,1024,,smart_1,59,628,496,754
data/train/,1024,1024,,smart_1,628,340,731,382
data/train/,1024,1024,,smart_1,634,329,711,609
data/train/,1024,1024,,smart_1,166,613,857,813
data/train/,1024,1024,,smart_1,305,366,512,878
data/train/,1024,1024,,smart_1,29,307,662,966
data/train/,1024,1024,,smart_1,225,277,788,710
data/train/,1024,1024,,smart_1,193,399,472,654
data/train/,1024,1024,,smart_1,332,262,408,713
data/train/,1024,1024,,smart_1,114,322,768,573
data/train/,1024,1024,,smart_1,473,415,586,886
data/train/,1024,1024,,smart_1,395,382,625,974
data/train/,1024,1024,,smart_1,435,313,734,841
data/train/,1024,1024,,smart_1,483,329,764,601
data/train/,1024,1024,,smart_1,489,621,578,676
data/train/,1024,1024,,smart_1,421,276,686,592
data/train/,1024,1024,,smart_1,281,313,845,702
data/train/,1024,1024,,smart_1,487,269,538,513
data/train/,1024,1024,,smart_1,231,239,422,805
data/train/,1024,1024,,smart_1,0,208,1024,746
data/train/,1024,1024,,smart_1,0,329,1024,814
data/train/,1024,1024,,smart_1,508,168,648,463
data/train/,1024,1024,,smart_1,445,107,616,1024
data/train/,1024,1024,,smart_1,357,533,418,794
data/train/,1024,1024,,smart_1,51,170,418,634
data/train/,1024,1024,,smart_1,485,208,721,588
data/train/,1024,1024,,smart_1,62,529,666,634
data/train/,1024,1024,,smart_1,10,0,908,1024
data/train/,1024,1024,,smart_1,318,514,431,674
data/train/,1024,1024,,smart_1,437,207,741,799
data/train/,1024,1024,,smart_1,637,484,681,671
data/train/,1024,1024,,smart_1,215,363,831,914
data/train/,1024,1024,,smart_1,324,511,575,557
data/train/,1024,1024,,smart_1,283,0,698,1024
data/train/,1024,1024,,smart_1,0,197,926,930
data/train/,1024,1024,,smart_1,176,201,566,759
data/train/,1024,1024,,smart_1,240,219,472,465
data/train/,1024,1024,,smart_1,735,554,813,753
data/train/,1024,1024,,smart_1,122,517,1024,667
data/train/,1024,1024,,smart_1,21,166,684,1024
data/train/,1024,1024,,smart_1,381,197,635,545
data/train/,1024,1024,,smart_1,431,265,564,788
data/train/,1024,1024,,smart_1,37,648,543,779
data/train/,1024,1024,,smart_1,232,436,784,754
data/train/,1024,1024,,smart_1,422,423,590,565
data/train/,1024,1024,,smart_1,330,475,462,713
data/train/,1024,1024,,smart_1,0,376,1024,956
data/train/,1024,1024,,smart_1,425,684,831,733
data/train/,1024,1024,,smart_1,656,113,762,609
data/train/,1024,1024,,smart_1,550,498,691,933
data/train/,1024,1024,,smart_1,334,292,482,555
data/train/,1024,1024,,smart_1,562,634,679,738
data/train/,1024,1024,,smart_1,174,262,303,716
data/train/,1024,1024,,smart_1,505,269,651,520
data/train/,1024,1024,,smart_1,442,465,863,549
data/train/,1024,1024,,smart_1,231,376,526,423
data/train/,1024,1024,,smart_1,270,354,460,894
data/train/,1024,1024,,smart_1,531,343,631,830
data/train/,1024,1024,,smart_1,289,457,605,526
data/train/,1024,1024,,smart_1,403,389,1024,1024
data/train/,1024,1024,,smart_1,208,112,1024,855
data/train/,1024,1024,,smart_1,452,337,811,456
data/train/,1024,1024,,smart_1,542,297,840,526
data/train/,1024,1024,,smart_1,538,422,627,830
data/train/,1024,1024,,smart_1,446,456,700,789
data/train/,1024,1024,,smart_1,661,131,785,601
data/train/,1024,1024,,smart_1,500,93,586,775
data/train/,1024,1024,,smart_1,406,309,688,414
data/train/,1024,1024,,smart_1,280,162,457,562
data/train/,1024,1024,,smart_1,245,595,597,702
data/train/,1024,1024,,smart_1,246,0,620,1024
data/train/,1024,1024,,smart_1,120,0,558,1024
data/train/,1024,1024,,smart_1,281,490,425,669
data/train/,1024,1024,,smart_1,372,0,789,924
data/train/,1024,1024,,smart_1,256,28,380,583
data/train/,1024,1024,,smart_1,488,228,546,521
data/train/,1024,1024,,smart_1,268,607,441,699
data/train/,1024,1024,,smart_1,519,374,732,655
data/train/,1024,1024,,smart_1,551,104,694,664
data/train/,1024,1024,,smart_1,553,122,618,524
data/train/,1024,1024,,smart_1,510,389,595,667
data/train/,1024,1024,,smart_1,507,227,642,432
data/train/,1024,1024,,smart_1,273,304,444,506
data/train/,1024,1024,,smart_1,294,209,883,566
data/train/,1024,1024,,smart_1,133,99,1009,526
data/train/,1024,1024,,smart_1,471,311,885,874
data/train/,1024,1024,,smart_1,0,341,854,495
data/train/,1024,1024,,smart_1,482,249,692,740
data/train/,1024,1024,,smart_1,0,302,1024,1024
data/train/,1024,1024,,smart_1,268,224,401,1024
data/train/,1024,1024,,smart_1,226,265,613,813
data/train/,1024,1024,,smart_1,125,313,645,1024
data/train/,1024,1024,,smart_1,314,275,825,535
data/train/,1024,1024,,smart_1,12,604,711,992
data/train/,1024,1024,,smart_1,78,302,495,655
data/train/,1024,1024,,smart_1,0,253,1024,569
data/train/,1024,1024,,smart_1,0,541,687,1024
data/train/,1024,1024,,smart_1,484,380,624,561
data/train/,1024,1024,,smart_1,262,372,581,559
data/train/,1024,1024,,smart_1,0,487,971,652
data/train/,1024,1024,,smart_1,11,0,786,1024
data/train/,1024,1024,,smart_1,94,59,977,660
data/train/,1024,1024,,smart_1,341,295,764,727
data/train/,1024,1024,,smart_1,133,0,810,1024
data/train/,1024,1024,,smart_1,318,286,745,588
data/train/,1024,1024,,smart_1,441,542,655,852
data/train/,1024,1024,,smart_1,212,561,561,607
data/train/,1024,1024,,smart_1,0,437,1024,624
data/train/,1024,1024,,smart_1,251,538,591,633
data/train/,1024,1024,,smart_1,70,517,585,816
data/train/,1024,1024,,smart_1,154,294,538,388
data/train/,1024,1024,,smart_1,434,354,612,714
data/train/,1024,1024,,smart_1,412,346,584,884
data/train/,1024,1024,,smart_1,445,163,551,651
data/train/,1024,1024,,smart_1,173,258,1006,425
data/train/,1024,1024,,smart_1,183,262,647,318
data/train/,1024,1024,,smart_1,493,461,626,818
data/train/,1024,1024,,smart_1,0,164,1024,525
data/train/,1024,1024,,smart_1,448,202,730,1024
data/train/,1024,1024,,smart_1,188,370,580,831
data/train/,1024,1024,,smart_1,181,376,535,649
data/train/,1024,1024,,smart_1,441,354,520,883
data/train/,1024,1024,,smart_1,507,503,755,894
data/train/,1024,1024,,smart_1,342,318,777,497
data/train/,1024,1024,,smart_1,391,469,829,792
data/train/,1024,1024,,smart_1,87,166,981,619
data/train/,1024,1024,,smart_1,326,135,540,470
data/train/,1024,1024,,smart_1,232,528,801,795
data/train/,1024,1024,,smart_1,337,464,659,757
data/train/,1024,1024,,smart_1,440,318,895,693
data/train/,1024,1024,,smart_1,103,462,1007,651
data/train/,1024,1024,,smart_1,404,311,477,685
data/train/,1024,1024,,smart_1,401,430,1024,557
data/train/,1024,1024,,smart_1,0,120,1024,1024
data/train/,1024,1024,,smart_1,306,156,388,614
data/train/,1024,1024,,smart_1,473,120,703,539
data/train/,1024,1024,,smart_1,57,446,1024,795
data/train/,1024,1024,,smart_1,154,416,741,738
data/train/,1024,1024,,smart_1,485,276,768,382
data/train/,1024,1024,,smart_1,466,406,847,848
data/train/,1024,1024,,smart_1,369,27,525,572
data/train/,1024,1024,,smart_1,407,229,512,888
data/train/,1024,1024,,smart_1,559,646,883,732
data/train/,1024,1024,,smart_1,283,486,489,778
data/train/,1024,1024,,smart_1,583,471,662,758
data/train/,1024,1024,,smart_1,568,260,705,776
data/train/,1024,1024,,smart_1,360,615,698,651
data/train/,1024,1024,,smart_1,338,529,662,591
data/train/,1024,1024,,smart_1,577,214,752,630
data/train/,1024,1024,,smart_1,0,404,1024,714
data/train/,1024,1024,,smart_1,134,561,913,724
data/train/,1024,1024,,smart_1,251,326,527,645
data/train/,1024,1024,,smart_1,270,307,719,621
data/train/,1024,1024,,smart_1,260,421,535,614
data/train/,1024,1024,,smart_1,309,444,1002,609
data/train/,1024,1024,,smart_1,249,388,541,435
data/train/,1024,1024,,smart_1,146,29,958,928
data/train/,1024,1024,,smart_1,423,121,871,840
data/train/,1024,1024,,smart_1,461,399,525,467
data/train/,1024,1024,,smart_1,492,436,835,668
data/train/,1024,1024,,smart_1,133,229,471,414
data/train/,1024,1024,,smart_1,449,278,610,521
data/train/,1024,1024,,smart_1,309,358,647,473
data/train/,1024,1024,,smart_1,250,195,430,860
data/train/,1024,1024,,smart_1,0,0,1024,1012
data/train/,1024,1024,,smart_1,501,464,601,762
data/train/,1024,1024,,smart_1,182,150,658,698
data/train/,1024,1024,,smart_1,154,345,506,619
data/train/,1024,1024,,smart_1,486,150,643,561
data/train/,1024,1024,,smart_1,407,290,566,778
data/train/,1024,1024,,smart_1,191,0,1024,1024
data/train/,1024,1024,,smart_1,191,683,759,781
data/train/,1024,1024,,smart_1,380,0,1006,1024
data/train/,1024,1024,,smart_1,462,0,844,1024
data/train/,1024,1024,,smart_1,411,549,493,651
data/train/,1024,1024,,smart_1,319,571,667,696
data/train/,1024,1024,,smart_1,528,190,1024,533
data/train/,1024,1024,,smart_1,582,360,895,726
data/train/,1024,1024,,smart_1,525,546,849,714
data/train/,1024,1024,,smart_1,149,222,521,489
data/train/,1024,1024,,smart_1,0,121,960,763
data/train/,1024,1024,,smart_1,0,493,1024,873
data/train/,1024,1024,,smart_1,89,573,494,686
data/train/,1024,1024,,smart_1,351,283,775,434
data/train/,1024,1024,,smart_1,295,466,548,636
data/train/,1024,1024,,smart_1,550,161,739,649
data/train/,1024,1024,,smart_1,387,492,540,726
data/train/,1024,1024,,smart_1,341,501,747,614
data/train/,1024,1024,,smart_1,552,473,838,641
data/train/,1024,1024,,smart_1,296,500,662,710
data/train/,1024,1024,,smart_1,112,404,831,609
data/train/,1024,1024,,smart_1,336,313,944,917
data/train/,1024,1024,,smart_1,249,417,546,457
data/train/,1024,1024,,smart_1,27,399,1024,791
data/train/,1024,1024,,smart_1,283,0,436,1024
data/train/,1024,1024,,smart_1,190,709,616,761
data/train/,1024,1024,,smart_1,351,372,819,795
data/train/,1024,1024,,smart_1,455,617,687,879
data/train/,1024,1024,,smart_1,294,0,975,1024
data/train/,1024,1024,,smart_1,0,404,969,564
data/train/,1024,1024,,smart_1,435,235,526,442
